BLOCK,DELTA,AGE,TYPE,TREATMENT
1,91,148,MANAGED,CC
1,230,139,MANAGED,CC
2,33,90,MANAGED,CC
2,131,98,MANAGED,CC
2,220,89,MANAGED,CC
3,121,158,MANAGED,CC
3,242,121,MANAGED,CC
4,21,78,MANAGED,CC
4,101,80,MANAGED,CC
4,190,89,MANAGED,CC
4,270,80,MANAGED,CC
5,91,138,MANAGED,CC
5,230,139,MANAGED,CC
6,101,188,MANAGED,CC
6,220,119,MANAGED,CC
7,81,138,MANAGED,CC
7,180,99,MANAGED,CC
8,1,278,MANAGED,CC
8,221,220,MANAGED,CC
9,31,88,MANAGED,CC
9,121,90,MANAGED,CC
9,211,90,MANAGED,CC
9,300,89,MANAGED,CC
10,1,308,MANAGED,CC
10,184,183,MANAGED,CC
10,300,116,MANAGED,CC
11,81,138,MANAGED,CC
11,200,119,MANAGED,CC
11,290,90,MANAGED,CC
12,43,90,MANAGED,CC
12,133,90,MANAGED,CC
12,223,90,MANAGED,CC
13,61,108,MANAGED,CC
13,151,90,MANAGED,CC
13,240,89,MANAGED,CC
14,81,128,MANAGED,CC
14,191,110,MANAGED,CC
14,281,90,MANAGED,CC
15,1,128,MANAGED,CC
15,101,100,MANAGED,CC
15,217,116,MANAGED,CC
15,300,83,MANAGED,CC
16,41,168,MANAGED,CC
16,184,143,MANAGED,CC
16,300,116,MANAGED,CC
17,71,138,MANAGED,CC
17,170,99,MANAGED,CC
17,280,110,MANAGED,CC
18,81,488,MANAGED,CC
18,200,119,MANAGED,CC
19,41,168,MANAGED,CC
19,141,100,MANAGED,CC
19,239,98,MANAGED,CC
20,61,108,MANAGED,CC
20,159,98,MANAGED,CC
20,271,112,MANAGED,CC
21,23,90,MANAGED,CC
21,131,108,MANAGED,CC
21,221,90,MANAGED,CC
22,31,88,MANAGED,CC
22,121,90,MANAGED,CC
22,210,89,MANAGED,CC
22,290,80,MANAGED,CC
23,21,148,MANAGED,CC
23,131,110,MANAGED,CC
23,240,109,MANAGED,CC
24,61,338,MANAGED,CC
24,270,209,MANAGED,CC
25,71,128,MANAGED,CC
25,202,131,MANAGED,CC
25,300,98,MANAGED,CC
26,41,88,MANAGED,CC
26,111,70,MANAGED,CC
26,200,89,MANAGED,CC
26,270,70,MANAGED,CC
27,1,208,MANAGED,CC
27,114,113,MANAGED,CC
27,228,114,MANAGED,CC
28,30,87,MANAGED,CC
28,121,91,MANAGED,CC
28,221,100,MANAGED,CC
29,31,88,MANAGED,CC
29,121,90,MANAGED,CC
29,210,89,MANAGED,CC
29,290,80,MANAGED,CC
30,21,128,MANAGED,CC
30,133,112,MANAGED,CC
30,240,107,MANAGED,CC
31,1,358,MANAGED,CC
31,161,160,MANAGED,CC
31,280,119,MANAGED,CC
32,61,338,MANAGED,CC
32,180,119,MANAGED,CC
32,300,120,MANAGED,CC
33,1,128,MANAGED,CC
33,119,118,MANAGED,CC
33,241,122,MANAGED,CC
34,1,238,MANAGED,CC
34,121,120,MANAGED,CC
34,230,109,MANAGED,CC
35,33,90,MANAGED,CC
35,131,98,MANAGED,CC
35,221,90,MANAGED,CC
36,51,98,MANAGED,CC
36,161,110,MANAGED,CC
36,250,89,MANAGED,CC
37,71,198,MANAGED,CC
37,200,129,MANAGED,CC
37,300,100,MANAGED,CC
38,1,408,MANAGED,CC
38,161,160,MANAGED,CC
38,280,119,MANAGED,CC
39,71,118,MANAGED,CC
39,180,109,MANAGED,CC
39,300,120,MANAGED,CC
40,71,308,MANAGED,CC
40,210,139,MANAGED,CC
41,32,89,MANAGED,CC
41,122,90,MANAGED,CC
41,212,90,MANAGED,CC
41,300,88,MANAGED,CC
42,11,138,MANAGED,CC
42,141,130,MANAGED,CC
42,240,99,MANAGED,CC
43,111,158,MANAGED,CC
43,230,119,MANAGED,CC
44,31,88,MANAGED,CC
44,121,90,MANAGED,CC
44,210,89,MANAGED,CC
44,290,80,MANAGED,CC
45,11,118,MANAGED,CC
45,114,103,MANAGED,CC
45,230,116,MANAGED,CC
46,71,308,MANAGED,CC
46,198,127,MANAGED,CC
46,300,102,MANAGED,CC
47,61,138,MANAGED,CC
47,190,129,MANAGED,CC
47,290,100,MANAGED,CC
48,131,174,MANAGED,CC
48,250,119,MANAGED,CC
49,111,158,MANAGED,CC
49,240,129,MANAGED,CC
50,1,238,MANAGED,CC
50,151,150,MANAGED,CC
50,260,109,MANAGED,CC
51,11,114,MANAGED,CC
51,141,130,MANAGED,CC
51,230,89,MANAGED,CC
52,1,404,MANAGED,CC
52,161,160,MANAGED,CC
52,280,119,MANAGED,CC
53,71,248,MANAGED,CC
53,221,150,MANAGED,CC
54,92,139,MANAGED,CC
54,232,140,MANAGED,CC
55,71,348,MANAGED,CC
55,220,149,MANAGED,CC
56,91,138,MANAGED,CC
56,200,109,MANAGED,CC
56,300,100,MANAGED,CC
57,111,158,MANAGED,CC
57,230,119,MANAGED,CC
58,61,298,MANAGED,CC
58,210,149,MANAGED,CC
59,1,358,MANAGED,CC
59,156,155,MANAGED,CC
59,280,124,MANAGED,CC
61,1,108,MANAGED,CC
61,91,90,MANAGED,CC
61,170,79,MANAGED,CC
61,250,80,MANAGED,CC
62,61,108,MANAGED,CC
62,151,90,MANAGED,CC
62,230,79,MANAGED,CC
63,61,108,MANAGED,CC
63,152,91,MANAGED,CC
63,242,90,MANAGED,CC
64,91,328,MANAGED,CC
64,208,117,MANAGED,CC
65,1,358,MANAGED,CC
65,201,200,MANAGED,CC
66,33,90,MANAGED,CC
66,131,98,MANAGED,CC
66,221,90,MANAGED,CC
67,23,70,MANAGED,CC
67,112,89,MANAGED,CC
67,202,90,MANAGED,CC
67,290,88,MANAGED,CC
68,111,168,MANAGED,CC
68,210,99,MANAGED,CC
68,290,80,MANAGED,CC
69,61,108,MANAGED,CC
69,151,90,MANAGED,CC
69,241,90,MANAGED,CC
70,81,208,MANAGED,CC
70,200,119,MANAGED,CC
70,300,100,MANAGED,CC
71,11,138,MANAGED,CC
71,101,90,MANAGED,CC
71,190,89,MANAGED,CC
71,270,80,MANAGED,CC
72,1,102,MANAGED,CC
72,91,90,MANAGED,CC
72,200,109,MANAGED,CC
72,299,99,MANAGED,CC
73,11,272,MANAGED,CC
73,141,130,MANAGED,CC
73,240,99,MANAGED,CC
74,41,98,MANAGED,CC
74,149,108,MANAGED,CC
74,241,92,MANAGED,CC
75,171,218,MANAGED,CC
75,280,109,MANAGED,CC
76,1,238,MANAGED,CC
76,121,120,MANAGED,CC
76,240,119,MANAGED,CC
77,13,70,MANAGED,CC
77,94,81,MANAGED,CC
77,184,90,MANAGED,CC
77,266,82,MANAGED,CC
78,51,98,MANAGED,CC
78,146,95,MANAGED,CC
78,241,95,MANAGED,CC
79,1,178,MANAGED,CC
79,91,90,MANAGED,CC
79,192,101,MANAGED,CC
79,280,88,MANAGED,CC
80,91,218,MANAGED,CC
80,208,117,MANAGED,CC
81,1,308,MANAGED,CC
81,132,131,MANAGED,CC
81,242,110,MANAGED,CC
82,121,178,MANAGED,CC
82,251,130,MANAGED,CC
83,111,188,MANAGED,CC
83,230,119,MANAGED,CC
84,31,88,MANAGED,CC
84,121,90,MANAGED,CC
84,211,90,MANAGED,CC
84,300,89,MANAGED,CC
85,28,85,MANAGED,CC
85,118,90,MANAGED,CC
85,208,90,MANAGED,CC
85,280,72,MANAGED,CC
86,101,198,MANAGED,CC
86,210,109,MANAGED,CC
87,71,128,MANAGED,CC
87,180,109,MANAGED,CC
87,280,100,MANAGED,CC
88,71,378,MANAGED,CC
88,270,199,MANAGED,CC
89,11,118,MANAGED,CC
89,101,90,MANAGED,CC
89,190,89,MANAGED,CC
89,270,80,MANAGED,CC
90,21,78,MANAGED,CC
90,101,80,MANAGED,CC
90,190,89,MANAGED,CC
90,270,80,MANAGED,CC
91,111,158,MANAGED,CC
91,240,129,MANAGED,CC
92,1,238,MANAGED,CC
92,131,130,MANAGED,CC
92,239,108,MANAGED,CC
93,61,298,MANAGED,CC
93,176,115,MANAGED,CC
93,280,104,MANAGED,CC
94,1,308,MANAGED,CC
94,161,160,MANAGED,CC
94,280,119,MANAGED,CC
95,13,70,MANAGED,CC
95,98,85,MANAGED,CC
95,188,90,MANAGED,CC
95,263,75,MANAGED,CC
96,61,108,MANAGED,CC
96,156,95,MANAGED,CC
96,261,105,MANAGED,CC
97,21,78,MANAGED,CC
97,111,90,MANAGED,CC
97,200,89,MANAGED,CC
97,294,94,MANAGED,CC
98,71,308,MANAGED,CC
98,198,127,MANAGED,CC
98,300,102,MANAGED,CC
99,43,150,MANAGED,CC
99,192,149,MANAGED,CC
99,300,108,MANAGED,CC
100,61,418,MANAGED,CC
100,270,209,MANAGED,CC
101,43,90,MANAGED,CC
101,158,115,MANAGED,CC
101,251,93,MANAGED,CC
102,51,98,MANAGED,CC
102,149,98,MANAGED,CC
102,251,102,MANAGED,CC
103,61,298,MANAGED,CC
103,180,119,MANAGED,CC
103,280,100,MANAGED,CC
104,51,288,MANAGED,CC
104,269,218,MANAGED,CC
105,71,128,MANAGED,CC
105,200,129,MANAGED,CC
105,300,100,MANAGED,CC
106,131,196,MANAGED,CC
106,240,109,MANAGED,CC
107,1,358,MANAGED,CC
107,167,166,MANAGED,CC
107,300,133,MANAGED,CC
108,42,89,MANAGED,CC
108,131,89,MANAGED,CC
108,220,89,MANAGED,CC
109,21,78,MANAGED,CC
109,101,80,MANAGED,CC
109,190,89,MANAGED,CC
109,270,80,MANAGED,CC
110,11,78,MANAGED,CC
110,81,70,MANAGED,CC
110,162,81,MANAGED,CC
110,240,78,MANAGED,CC
111,71,378,MANAGED,CC
111,190,119,MANAGED,CC
111,300,110,MANAGED,CC
112,71,118,MANAGED,CC
112,191,120,MANAGED,CC
112,280,89,MANAGED,CC
113,51,98,MANAGED,CC
113,161,110,MANAGED,CC
113,240,79,MANAGED,CC
114,91,138,MANAGED,CC
114,220,129,MANAGED,CC
115,171,208,MANAGED,CC
115,300,129,MANAGED,CC
116,101,208,MANAGED,CC
116,230,129,MANAGED,CC
117,1,308,MANAGED,CC
117,160,159,MANAGED,CC
117,280,120,MANAGED,CC
118,1,278,MANAGED,CC
118,169,168,MANAGED,CC
118,300,131,MANAGED,CC
119,33,90,MANAGED,CC
119,131,98,MANAGED,CC
119,220,89,MANAGED,CC
120,51,108,MANAGED,CC
120,170,119,MANAGED,CC
120,271,101,MANAGED,CC
121,83,140,MANAGED,CC
121,223,140,MANAGED,CC
122,1,128,MANAGED,CC
122,102,101,MANAGED,CC
122,210,108,MANAGED,CC
122,300,90,MANAGED,CC
123,61,108,MANAGED,CC
123,151,90,MANAGED,CC
123,241,90,MANAGED,CC
124,61,518,MANAGED,CC
124,179,118,MANAGED,CC
124,290,111,MANAGED,CC
125,102,209,MANAGED,CC
125,220,118,MANAGED,CC
126,81,128,MANAGED,CC
126,200,119,MANAGED,CC
126,290,90,MANAGED,CC
127,43,90,MANAGED,CC
127,142,99,MANAGED,CC
127,232,90,MANAGED,CC
128,23,80,MANAGED,CC
128,113,90,MANAGED,CC
128,209,96,MANAGED,CC
128,299,90,MANAGED,CC
129,41,168,MANAGED,CC
129,151,110,MANAGED,CC
129,260,109,MANAGED,CC
130,11,208,MANAGED,CC
130,141,130,MANAGED,CC
130,250,109,MANAGED,CC
131,1,238,MANAGED,CC
131,131,130,MANAGED,CC
131,240,109,MANAGED,CC
132,1,108,MANAGED,CC
132,92,91,MANAGED,CC
132,182,90,MANAGED,CC
132,264,82,MANAGED,CC
133,71,128,MANAGED,CC
133,200,129,MANAGED,CC
133,300,100,MANAGED,CC
134,91,138,MANAGED,CC
134,200,109,MANAGED,CC
134,300,100,MANAGED,CC
135,22,79,MANAGED,CC
135,112,90,MANAGED,CC
135,202,90,MANAGED,CC
135,290,88,MANAGED,CC
136,21,78,MANAGED,CC
136,100,79,MANAGED,CC
136,188,88,MANAGED,CC
136,276,88,MANAGED,CC
137,81,128,MANAGED,CC
137,171,90,MANAGED,CC
137,260,89,MANAGED,CC
138,101,158,MANAGED,CC
138,230,129,MANAGED,CC
139,111,158,MANAGED,CC
139,230,119,MANAGED,CC
140,37,90,MANAGED,CC
140,131,94,MANAGED,CC
140,231,100,MANAGED,CC
141,81,138,MANAGED,CC
141,200,119,MANAGED,CC
141,300,100,MANAGED,CC
142,71,304,MANAGED,CC
142,200,129,MANAGED,CC
142,300,100,MANAGED,CC
143,61,368,MANAGED,CC
143,280,219,MANAGED,CC
144,61,418,MANAGED,CC
144,170,109,MANAGED,CC
144,280,110,MANAGED,CC
145,11,118,MANAGED,CC
145,131,120,MANAGED,CC
145,242,111,MANAGED,CC
146,31,88,MANAGED,CC
146,112,81,MANAGED,CC
146,202,90,MANAGED,CC
146,290,88,MANAGED,CC
147,13,70,MANAGED,CC
147,96,83,MANAGED,CC
147,186,90,MANAGED,CC
147,276,90,MANAGED,CC
148,43,90,MANAGED,CC
148,143,100,MANAGED,CC
148,241,98,MANAGED,CC
149,43,90,MANAGED,CC
149,145,102,MANAGED,CC
149,241,96,MANAGED,CC
150,101,188,MANAGED,CC
150,220,119,MANAGED,CC
151,31,78,MANAGED,CC
151,121,90,MANAGED,CC
151,211,90,MANAGED,CC
151,290,79,MANAGED,CC
152,92,139,MANAGED,CC
152,232,140,MANAGED,CC
153,11,138,MANAGED,CC
153,110,99,MANAGED,CC
153,220,110,MANAGED,CC
154,61,128,MANAGED,CC
154,160,99,MANAGED,CC
154,281,121,MANAGED,CC
155,11,138,MANAGED,CC
155,141,130,MANAGED,CC
155,245,104,MANAGED,CC
156,254,561,MANAGED,CC
157,1,358,MANAGED,CC
157,170,169,MANAGED,CC
157,300,130,MANAGED,CC
158,111,468,MANAGED,CC
158,220,109,MANAGED,CC
159,1,108,MANAGED,CC
159,103,102,MANAGED,CC
159,218,115,MANAGED,CC
159,300,82,MANAGED,CC
160,71,348,MANAGED,CC
160,270,199,MANAGED,CC
161,11,138,MANAGED,CC
161,105,94,MANAGED,CC
161,210,105,MANAGED,CC
161,290,80,MANAGED,CC
162,31,90,MANAGED,CC
162,121,90,MANAGED,CC
162,211,90,MANAGED,CC
162,300,89,MANAGED,CC
163,81,138,MANAGED,CC
163,167,86,MANAGED,CC
163,251,84,MANAGED,CC
164,61,168,MANAGED,CC
164,180,119,MANAGED,CC
164,300,120,MANAGED,CC
165,1,128,MANAGED,CC
165,131,130,MANAGED,CC
165,230,99,MANAGED,CC
166,121,168,MANAGED,CC
166,240,119,MANAGED,CC
167,32,89,MANAGED,CC
167,122,90,MANAGED,CC
167,212,90,MANAGED,CC
167,300,88,MANAGED,CC
168,11,118,MANAGED,CC
168,111,100,MANAGED,CC
168,199,88,MANAGED,CC
168,280,81,MANAGED,CC
169,40,97,MANAGED,CC
169,141,101,MANAGED,CC
169,240,99,MANAGED,CC
170,1,104,MANAGED,CC
170,91,90,MANAGED,CC
170,180,89,MANAGED,CC
170,272,92,MANAGED,CC
171,1,308,MANAGED,CC
171,161,160,MANAGED,CC
171,280,119,MANAGED,CC
172,71,318,MANAGED,CC
172,210,139,MANAGED,CC
173,71,248,MANAGED,CC
173,241,170,MANAGED,CC
174,1,308,MANAGED,CC
174,161,160,MANAGED,CC
174,280,119,MANAGED,CC
175,33,90,MANAGED,CC
175,131,98,MANAGED,CC
175,220,89,MANAGED,CC
176,11,138,MANAGED,CC
176,101,90,MANAGED,CC
176,201,100,MANAGED,CC
176,280,79,MANAGED,CC
177,1,128,MANAGED,CC
177,121,120,MANAGED,CC
177,240,119,MANAGED,CC
178,81,138,MANAGED,CC
178,210,129,MANAGED,CC
178,290,80,MANAGED,CC
179,1,308,MANAGED,CC
179,161,160,MANAGED,CC
179,270,109,MANAGED,CC
180,91,138,MANAGED,CC
180,200,109,MANAGED,CC
180,300,100,MANAGED,CC
181,71,128,MANAGED,CC
181,200,129,MANAGED,CC
181,300,100,MANAGED,CC
182,11,138,MANAGED,CC
182,111,100,MANAGED,CC
182,200,89,MANAGED,CC
182,290,90,MANAGED,CC
183,42,89,MANAGED,CC
183,130,88,MANAGED,CC
183,221,91,MANAGED,CC
184,41,98,MANAGED,CC
184,142,101,MANAGED,CC
184,241,99,MANAGED,CC
185,101,138,MANAGED,CC
185,209,108,MANAGED,CC
186,11,288,MANAGED,CC
186,173,162,MANAGED,CC
186,290,117,MANAGED,CC
187,51,128,MANAGED,CC
187,152,101,MANAGED,CC
187,250,98,MANAGED,CC
188,51,98,MANAGED,CC
188,144,93,MANAGED,CC
188,251,107,MANAGED,CC
189,43,90,MANAGED,CC
189,145,102,MANAGED,CC
189,241,96,MANAGED,CC
190,61,108,MANAGED,CC
190,158,97,MANAGED,CC
190,250,92,MANAGED,CC
191,33,90,MANAGED,CC
191,123,90,MANAGED,CC
191,231,108,MANAGED,CC
192,31,88,MANAGED,CC
192,102,71,MANAGED,CC
192,188,86,MANAGED,CC
192,269,81,MANAGED,CC
193,26,83,MANAGED,CC
193,116,90,MANAGED,CC
193,210,94,MANAGED,CC
194,1,308,MANAGED,CC
194,161,160,MANAGED,CC
194,280,119,MANAGED,CC
195,1,358,MANAGED,CC
195,161,160,MANAGED,CC
195,280,119,MANAGED,CC
196,22,89,MANAGED,CC
196,112,90,MANAGED,CC
196,202,90,MANAGED,CC
196,290,88,MANAGED,CC
197,11,138,MANAGED,CC
197,81,70,MANAGED,CC
197,161,80,MANAGED,CC
197,240,79,MANAGED,CC
198,101,148,MANAGED,CC
198,229,128,MANAGED,CC
199,11,168,MANAGED,CC
199,121,110,MANAGED,CC
199,230,109,MANAGED,CC
200,71,308,MANAGED,CC
200,199,128,MANAGED,CC
201,71,378,MANAGED,CC
201,208,137,MANAGED,CC
202,30,87,MANAGED,CC
202,131,101,MANAGED,CC
202,221,90,MANAGED,CC
203,71,148,MANAGED,CC
203,206,135,MANAGED,CC
203,290,84,MANAGED,CC
204,71,128,MANAGED,CC
204,209,138,MANAGED,CC
204,300,91,MANAGED,CC
205,91,198,MANAGED,CC
205,241,150,MANAGED,CC
206,1,108,MANAGED,CC
206,101,100,MANAGED,CC
206,210,109,MANAGED,CC
207,71,128,MANAGED,CC
207,171,100,MANAGED,CC
207,260,89,MANAGED,CC
208,71,118,MANAGED,CC
208,160,89,MANAGED,CC
208,251,91,MANAGED,CC
209,11,318,MANAGED,CC
209,141,130,MANAGED,CC
209,242,101,MANAGED,CC
210,91,218,MANAGED,CC
210,220,129,MANAGED,CC
211,1,128,MANAGED,CC
211,111,110,MANAGED,CC
211,230,119,MANAGED,CC
212,11,88,MANAGED,CC
212,93,82,MANAGED,CC
212,183,90,MANAGED,CC
212,270,87,MANAGED,CC
213,21,78,MANAGED,CC
213,110,89,MANAGED,CC
213,210,100,MANAGED,CC
214,1,358,MANAGED,CC
214,280,279,MANAGED,CC
215,71,348,MANAGED,CC
215,180,109,MANAGED,CC
215,300,120,MANAGED,CC
216,11,118,MANAGED,CC
216,121,110,MANAGED,CC
216,239,118,MANAGED,CC
217,121,178,MANAGED,CC
217,239,118,MANAGED,CC
218,11,138,MANAGED,CC
218,122,111,MANAGED,CC
218,230,108,MANAGED,CC
